"","Protein","Gene","Protein_Description","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","log_prot","log_PISA","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"2034","sp|P77504|YBBP_ECOLI","ybbP","Uncharacterized ABC transporter permease YbbP",62075.334510757,62552.4594648976,52713.5880034555,62317.0005706891,62096.0799182018,61561.3755621247,64607.2303011729,65188.0554929358,69275.5597945968,67599.3008,67333.3027283747,71193.4153534944,94077.7509954365,84672.3957027965,82426.5932575721,82794.8756816778,0.320752689963735,0.0807373657050061,0.568204479757352,2.87392823957839,"not significant","not significant",0,0,"0"
"2035","sp|P77555|ALLD_ECOLI","allD","Ureidoglycolate dehydrogenase (NAD(+))",17056.9747982843,14452.6424666217,13726.3503827149,17194.2458142603,20290.0937712571,16380.4212822272,20592.6999228967,15728.8298178058,18667.9377082898,18775.7246,20843.40543811,17485.5813174423,18840.553379975,20043.8049958871,18320.8316929122,14820.5007446362,-0.0731655937417762,0.225494838447361,0.761470176420723,0.282351181400506,"not significant","not significant",0,0,"0"
"2036","sp|P0AER3|GLTJ_ECOLI","gltJ","Glutamate/aspartate import permease protein GltJ",138543.772100419,136766.714521116,135772.344464365,123157.433685822,133345.657313618,138065.243693427,140956.933907278,143184.522714448,112986.313530233,99702.1113,101820.46512842,105142.62153554,147146.360806617,156089.089802709,143739.044091613,132283.657698044,0.465014666427771,0.0564341702493339,0.544098639594319,3.22180198893235,"not significant","not significant",0,0,"0"
"2037","sp|P07654|PSTA_ECOLI","pstA","Phosphate transport system permease protein PstA",46332.4999989959,46420.268713361,41349.3350715508,50822.1544466655,56582.7668251959,57600.9704234317,51831.760614979,56980.2219586965,58634.4235096711,69570.7793,68037.8260714288,69491.1413809152,64280.8327110484,81737.7768398195,70274.6470453937,78098.7249041762,0.147754623308764,0.270081530487464,1.92770905637065,0.714855097037564,"not significant","not significant",0,0,"0"
"2038","sp|P0A790|PAND_ECOLI","panD","Aspartate 1-decarboxylase",150272.965295764,172530.321329245,116208.377242293,120055.4887628,94359.9537096732,73856.9898069672,74519.9624072524,80969.0019870845,97322.90725419,78963.9609,67590.2044677676,73778.2369794364,229822.662104522,272607.73694439,276049.545433448,274643.379389663,1.72914035106634,-0.788337887300122,1.96606078541994,4.82497052092648,"not significant","significant",0,2,"2"
"2039","sp|P0A9X1|ZNUC_ECOLI","znuC","Zinc import ATP-binding protein ZnuC",50819.3112492159,66342.6910776194,57557.6988912968,61659.6513950303,70042.8583990612,89987.3451054172,78638.4056005794,73159.8095215821,90671.5742858623,91165.0312,95025.5733129369,90647.6126860839,80390.0735427218,79317.8226194557,81685.0525739662,67422.7301470662,-0.251036686330402,0.399648390963955,1.66049289571857,2.176728344837,"not significant","not significant",0,0,"0"
"2040","sp|P0AC78|WECA_ECOLI","wecA","Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase",101891.36022507,101492.163004591,88229.4570461742,98404.3739649298,135552.736008674,132379.830177206,139315.853474379,137318.677175405,152253.800065012,154612.9824,173065.8164344,173181.008536706,202984.575584974,195126.620851391,206960.771934107,199766.115329811,0.301364606168137,0.481571496599684,3.74915364507414,2.92271819068945,"not significant","not significant",0,0,"0"
"2041","sp|P11446|ARGC_ECOLI","argC","N-acetyl-gamma-glutamyl-phosphate reductase",76598.1789061606,122719.471157696,141152.451142071,91063.0240217283,150862.630427011,132047.814725512,156701.022247431,119824.231370203,196100.303087274,187904.6953,176359.148719705,171196.036367694,199422.74823671,128938.013732415,172701.021295843,139831.137810326,-0.19089322107161,0.374501010743766,0.863055091946147,0.611857977002845,"not significant","not significant",0,0,"0"
"2042","sp|P21865|KDPD_ECOLI","kdpD","Sensor protein KdpD",22375.5069401682,29011.3360340541,19053.2124672906,24277.0685518001,94513.299631794,91780.7379250877,84550.2126539586,94509.0157938543,169509.583137311,163713.8125,192104.443686736,164383.948310202,62398.5804056158,70553.0896945265,57952.599406222,67687.2449386372,-1.41531868902041,1.94759492358366,4.72294286530275,4.91694991653727,"significant","significant",1,2,"3"
"2043","sp|P37047|CDAR_ECOLI","cdaR","Carbohydrate diacid regulator",23780.8647027764,17651.6241355311,20695.3016697634,21406.4856590307,44219.3637846118,43249.2785215971,39802.6637967052,46076.6799079037,51609.7276273068,45308.0879,51707.2530470807,46213.9582805589,15469.6139637628,10835.9732092458,9416.7265879811,8940.53432911644,-2.1251355246689,1.05323087771311,3.93355723205585,5.1450097074503,"significant","significant",1,2,"3"
"2044","sp|P37760|RMLD_ECOLI","rfbD","dTDP-4-dehydrorhamnose reductase",13979.4643477342,18183.0080972226,16827.1486290707,16603.6153534643,25437.3345026649,37368.2142198671,36646.8654192669,30976.2583058602,48400.9990344709,54740.6152,47682.6889145516,58726.9870261885,15442.9591228441,12523.2413487051,14851.4883848814,14104.0352240003,-1.88025213906869,0.991642089787569,2.48243116808831,4.78760958575587,"not significant","significant",0,2,"2"
"2045","sp|P65367|YQCA_ECOLI","yqcA","Flavodoxin YqcA",137426.214926805,190411.955426637,198503.622696042,160891.684372921,222310.67435346,207547.334631879,215983.065770492,201331.911056617,156866.044768327,163158.8164,152884.779491084,158996.991803439,176082.960923138,184213.603540509,177098.426446124,158127.591749628,0.138385949498011,0.301856269546078,1.30309887861707,1.3805445947368,"not significant","not significant",0,0,"0"
"2046","sp|P77671|ALLB_ECOLI","allB","Allantoinase",20887.5330583272,20724.0589031722,18655.3738840022,22850.8634754928,38762.0327015728,38857.8493530961,45319.298655758,50680.2174682432,39712.8805950055,37237.335,30782.7551945733,34999.1465066408,24468.8445302651,25308.9443087056,22794.3896064027,31825.4142012023,-0.451221559197864,1.06269826359493,3.05789467180187,1.8191179883831,"significant","not significant",1,0,"1"
"2047","sp|P0AAS3|YBBJ_ECOLI","ybbJ","Inner membrane protein YbbJ",471897.547033503,485345.564443187,448405.544900344,473696.065672815,313312.181777912,371555.34928346,349356.32899066,334624.34820913,151861.878460275,166049.3438,162881.724418366,156864.228524097,335611.374836438,341032.47632292,326649.488488854,335412.177271707,1.06998573853364,-0.457267245016758,3.34810663161414,6.86664749867665,"not significant","significant",0,2,"2"
"2048","sp|P0AD14|BTSS_ECOLI","btsS","Sensor histidine kinase BtsS",22138.8774354272,20270.8221271291,17727.362635539,19680.5779652493,38692.0245088706,38467.8363912094,34384.8688938493,44915.061941205,95134.145168227,91534.123,96168.8933703125,94163.0862185,59962.8524558186,44191.7051269513,43451.547410682,44042.546880113,-0.97610162187301,0.971012418893373,3.20141032381289,4.28010941062043,"not significant","not significant",0,0,"0"
"2049","sp|P0AGL2|TDCF_ECOLI","tdcF","Putative reactive intermediate deaminase TdcF",166137.663361572,146119.781990233,156571.018226754,163772.089285464,418926.959996972,430290.327605038,432564.708268011,430270.828797756,475738.184845773,452731.1172,559672.050118761,558003.485057143,218214.469857993,187313.082158317,189588.300895251,182211.377716369,-1.39631430904092,1.43636049435463,5.43975681667204,4.23902054608095,"significant","significant",1,2,"3"
"2050","sp|P37309|ARSR_ECOLI","arsR","Arsenical resistance operon repressor",93296.5104588045,100825.114211495,96427.0669917396,95049.5659958512,138529.037748362,129307.952399721,123678.79240704,135551.344528866,158576.114201859,156482.2803,153545.828155321,148451.19905339,58136.509308009,54082.1215399478,60820.1560191707,56878.4029998083,-1.4242857390393,0.45088818199348,3.5066844057499,6.72881782017323,"not significant","significant",0,2,"2"
"2051","sp|P69931|HDA_ECOLI","hda","DnaA regulatory inactivator Hda",49311.0855473941,46959.4132436979,51713.411646265,47631.5528494344,96592.16769856,100204.829065716,110979.171528492,110875.483425986,203016.912823325,203121.3789,181659.987104502,184893.999521043,93766.6390389344,96430.7952888528,73724.2044831301,94512.7342897183,-1.10818498547536,1.09772989805532,4.19105395968648,4.65134290579338,"significant","significant",1,2,"3"
"2052","sp|P76340|HPRR_ECOLI","hprR","Transcriptional regulatory protein HprR",89894.5729609165,73394.2364228522,70324.7753590531,78091.529148225,68062.3941665469,74807.7412580028,75258.5623524185,73786.8666942977,132399.075394818,128485.2656,140535.603910647,129447.987954054,76803.1681960121,57039.7987167846,75642.4117008329,55058.8307624582,-1.00484415907501,-0.0946306891915166,0.431158686669499,4.09950879214593,"not significant","significant",0,2,"2"
"2053","sp|P0AEB0|CYSW_ECOLI","cysW","Sulfate transport system permease protein CysW",33361.4139477049,32899.837170002,23338.9906695744,33809.8427244064,28603.1249102066,36491.7799144907,31805.6238281106,43729.3490870935,45472.7510607101,55580.0488,45213.5254668803,48547.8539808198,46996.6529852774,42795.9015066648,35846.1026287828,39062.9580857579,-0.242243982561971,0.188442847207368,0.41527633718994,1.11783445195494,"not significant","not significant",0,0,"0"
"2054","sp|P37182|HYBD_ECOLI","hybD","Hydrogenase 2 maturation protease",157993.753402827,141715.868630681,157544.574050782,156023.206072311,203965.626302685,199086.151695805,211292.936938454,214054.350828898,319644.428903393,333194.0713,322294.644209191,328366.281145543,141731.207396262,117399.733459571,142079.795331784,127772.490122882,-1.30109606576656,0.433786134540565,3.64773471693437,6.2699620440331,"not significant","significant",0,2,"2"
"2055","sp|P37338|GLAR_ECOLI","glaR","HTH-type transcriptional repressor GlaR",4610.40607494978,3995.02338659555,4952.50765039655,4245.33719210363,10379.90872752,8404.8893184171,17953.8925880435,14582.2843730368,32207.0820759202,32958.9961,37736.8838530102,35480.1139735014,13911.2464867916,11469.1308804851,9920.42746742824,14196.0235913021,-1.48325952409753,1.5274059792651,1.85831048643969,4.73226112938009,"significant","significant",1,2,"3"
"2056","sp|P37615|YHHM_ECOLI","yhhM","Uncharacterized protein YhhM",106892.763761611,95078.2014683224,99712.8914138888,110265.629803751,108895.084231026,106767.280874487,95046.4148015574,116062.958836948,73460.9774899348,73673.0186,72384.8610718628,76936.6079347712,127947.80025372,126047.745620169,121909.460966256,131622.12938124,0.775669568933312,0.0509971986866556,0.238539429067982,5.87918636950251,"not significant","not significant",0,0,"0"
"2057","sp|P0AC94|GNTP_ECOLI","gntP","High-affinity gluconate transporter",136304.623447296,159752.460976919,137763.794037915,145491.503226913,136255.707829369,132157.703371802,139347.92966822,156877.954953885,135038.899277769,133909.3672,136088.795920105,136927.356114891,350178.580462271,361281.869512596,364308.900035271,374763.020006689,1.42031244819766,-0.0370119641657475,0.161545911232046,7.01066804247666,"not significant","significant",0,2,"2"
"2058","sp|P37774|TCYN_ECOLI","tcyN","L-cystine transport system ATP-binding protein TcyN",22620.2082309468,23551.6282838036,20699.5322636658,23363.6013813898,54694.6521738042,49817.5936790513,52145.5372836637,52678.3442733778,101157.352522242,90149.0249,96442.1360973035,88268.5384027502,138930.094219874,136397.694579621,162572.789759504,150121.078037577,0.645071202030994,1.21406275765521,4.87720896880157,3.50907222111576,"significant","not significant",1,0,"1"
"2059","sp|P0ABT5|DUSB_ECOLI","dusB","tRNA-dihydrouridine synthase B",38251.7237787214,42742.1812331991,45875.7597803757,41372.7812740828,61463.07498674,65234.9370419769,57211.1919492661,60478.3877831313,112020.336152911,113994.8057,137304.99702972,118943.936741819,71136.5006064045,66714.2707012141,65723.3616830807,64044.7890874954,-0.849643220397184,0.538629306782028,3.2427039961986,3.78841545074512,"not significant","not significant",0,0,"0"
"2060","sp|P28224|MLIC_ECOLI","mliC","Membrane-bound lysozyme inhibitor of C-type lysozyme",642875.023611896,276077.406188887,355149.369125466,482997.514123839,260789.881146954,284409.657705183,337271.920180792,441345.133453461,133302.696054499,109984.9551,125631.602794587,115743.240154955,408830.70775745,383170.715474699,405140.532398718,441980.795502226,1.7578715513559,-0.408492477729412,0.497796535645338,5.74102987660492,"not significant","significant",0,2,"2"
"2061","sp|P31827|YDDB_ECOLI","yddB","Uncharacterized protein YddB",205607.35338443,192106.941571005,175332.648893073,195379.79795569,105473.69729433,85077.8041949711,98114.7110013939,124243.169778911,44663.6443594095,44396.2407,42777.743718699,49923.8457793127,165758.968216784,146562.69570926,151783.324104407,155148.686749881,1.76848408074521,-0.896082526402262,3.30558194628535,6.00934908595907,"not significant","significant",0,2,"2"
"2062","sp|P76502|SIXA_ECOLI","sixA","Phosphohistidine phosphatase SixA",16580.0939026626,24309.7588610341,19941.0584769471,19355.2371962557,63438.7910710992,50220.362969687,53363.1251096587,62405.567112572,72874.0077691507,74132.5952,69802.1135819078,73872.7610275137,20606.6016116057,22807.8237618431,25148.7338289612,12883.6381394529,-1.8355092696965,1.51661555724952,3.62274275305417,5.37871756869009,"significant","significant",1,2,"3"
"2063","sp|P76641|GUAD_ECOLI","guaD","Guanine deaminase",82126.0073987715,55099.1259171569,48351.693996474,81910.7194579152,53461.0988872839,68750.3367900867,69658.9832897289,82855.7991939191,113955.365518873,115612.8359,121270.112884118,123351.360031197,116849.041465344,97727.97962592,126105.560267332,126664.563528012,-0.0209696676682313,0.0385228722843514,0.0521854651651471,0.0815756776245441,"not significant","not significant",0,0,"0"
"2064","sp|P0A8D9|YFBV_ECOLI","yfbV","UPF0208 membrane protein YfbV",11761.3763352698,10718.831439467,8549.25505337645,10353.0068823782,42375.3533164774,46602.4312890874,46441.7727205802,58852.8481943423,106303.565873188,109114.2061,103056.169533401,115182.764142252,34524.7152426165,22362.8820915991,20077.4564111161,25433.4492812785,-2.08235879355561,2.23098934178724,3.67539752243116,5.58372397019536,"significant","significant",1,2,"3"
"2065","sp|P0ADK6|YIBA_ECOLI","yibA","Protein YibA",57995.136445872,72246.3252853629,78778.9585654931,61430.5551162318,171338.618983826,141572.131909643,147672.215454387,137065.274128063,337404.460077377,339527.1475,360933.268167775,354528.32809218,121065.738130129,110194.21413341,103521.41088183,76487.0731264761,-1.75941441921019,1.14392950234258,3.39932060466089,5.76181714678722,"significant","significant",1,2,"3"
"2066","sp|P0AFE8|NUOM_ECOLI","nuoM","NADH-quinone oxidoreductase subunit M",547338.424751276,420172.640179918,406805.860531566,513777.934344223,349054.993173227,381815.318975021,350996.881016931,456562.837424403,539394.175279634,522010.3438,531739.464884637,560184.593692712,684118.432916336,694398.229007434,631132.297144181,961319.962017871,0.464365035433712,-0.295472419106672,0.950771821415153,1.41837938970629,"not significant","not significant",0,0,"0"
"2067","sp|P13518|CSRD_ECOLI","csrD","RNase E specificity factor CsrD",3132.49794046957,4392.26822017815,3605.0369821621,3195.89500597107,11167.2029172085,10772.7346267439,12051.1038633789,17512.8606713572,47738.7344922603,45127.4473,41136.5817021243,41810.5408317337,17320.8555315907,15050.8378435517,13562.2665698809,13986.7131790709,-1.55291851208225,1.84607629000396,2.57503291975068,5.14765951289064,"significant","significant",1,2,"3"
"2068","sp|P14176|PROW_ECOLI","proW","Glycine betaine/proline betaine transport system permease protein ProW",108514.304242813,87950.8183835983,78693.0655222183,85240.5131772683,123865.043302727,105665.080543239,131504.141823388,171970.016553339,133985.605842331,123010.3477,133289.955392137,133524.216440384,139487.896713469,129317.731222281,118524.194439237,122282.702659129,-0.039643211639111,0.564553311322617,1.34818653345962,0.262445437305464,"not significant","not significant",0,0,"0"
